encoder,op,level,dist_h0,dist_h1,topo_dist,TSI,tau_scale
temporal,dropout,0.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,dropout,0.25,2.8955154418945312,1.1495189666748047,4.045034408569336,0.41737158053248985,4.629359722137451
temporal,dropout,0.5,2.181264877319336,1.7416496276855469,3.922914505004883,0.42852811244599326,4.629359722137451
temporal,dropout,0.75,8.470346450805664,1.4772462844848633,9.947592735290527,0.11662340383489343,4.629359722137451
temporal,dropout,1.0,7.159749984741211,2.2032432556152344,9.362993240356445,0.1323210049182595,4.629359722137451
temporal,occlusion,0.0,0.0,0.0,0.0,1.0,4.629359722137451
temporal,occlusion,0.25,1.1608314514160156,0.8607101440429688,2.0215415954589844,0.6461791814588331,4.629359722137451
temporal,occlusion,0.5,5.100183486938477,1.8283977508544922,6.928581237792969,0.22387648113632783,4.629359722137451
temporal,occlusion,0.75,5.928621292114258,3.9518070220947266,9.880428314208984,0.11832775200760084,4.629359722137451
temporal,occlusion,1.0,8.482664108276367,3.315052032470703,11.79771614074707,0.07820237497327799,4.629359722137451
optim,clean,0.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,clean,0.25,0.0,0.0,0.0,1.0,3.5761373043060303
optim,clean,0.5,0.0,0.0,0.0,1.0,3.5761373043060303
optim,clean,0.75,0.0,0.0,0.0,1.0,3.5761373043060303
optim,clean,1.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,noise,0.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,noise,0.25,1.6746597290039062,1.1183147430419922,2.7929744720458984,0.4579463954022284,3.5761373043060303
optim,noise,0.5,4.237070083618164,1.6683235168457031,5.905393600463867,0.19179407356763475,3.5761373043060303
optim,noise,0.75,4.248020172119141,1.8817310333251953,6.129751205444336,0.18013108744131118,3.5761373043060303
optim,noise,1.0,5.567715644836426,2.539637565612793,8.107353210449219,0.1036153399091826,3.5761373043060303
optim,blur,0.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,blur,0.25,0.39968013763427734,0.4991741180419922,0.8988542556762695,0.777751819875869,3.5761373043060303
optim,blur,0.5,0.512260913848877,1.1972522735595703,1.7095131874084473,0.6200014690016363,3.5761373043060303
optim,blur,0.75,0.6822042465209961,1.0910186767578125,1.7732229232788086,0.6090538026878889,3.5761373043060303
optim,blur,1.0,0.8336286544799805,0.9878273010253906,1.821455955505371,0.6008943587093917,3.5761373043060303
optim,dropout,0.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,dropout,0.25,1.3303594589233398,1.9607124328613281,3.291071891784668,0.39840476938155106,3.5761373043060303
optim,dropout,0.5,1.341567039489746,1.4202919006347656,2.7618589401245117,0.46194831566369593,3.5761373043060303
optim,dropout,0.75,2.986994743347168,1.6044731140136719,4.59146785736084,0.27695001946106285,3.5761373043060303
optim,dropout,1.0,6.669034957885742,1.9025726318359375,8.57160758972168,0.09100052920436306,3.5761373043060303
optim,occlusion,0.0,0.0,0.0,0.0,1.0,3.5761373043060303
optim,occlusion,0.25,1.4910755157470703,0.9757413864135742,2.4668169021606445,0.5016767605036141,3.5761373043060303
optim,occlusion,0.5,2.5374817848205566,1.323720932006836,3.8612027168273926,0.33969292949654045,3.5761373043060303
optim,occlusion,0.75,11.591438293457031,3.2321996688842773,14.823637962341309,0.015841004618309697,3.5761373043060303
optim,occlusion,1.0,8.03980541229248,3.8181838989257812,11.857989311218262,0.03630262520830064,3.5761373043060303
